##### TRACK CONTEXT vs INFILLING STATS #####
Filename | Context Mean | Context Std. Dev. | Context Max | Context Min | Infilling Mean | Infilling Std. Dev. | Infilling Max | Infilling Min
track2_infill_bars118_122_generationtime_9.213930130004883.midi | 1.25 | 0.46 | 2 | 1 | 5.25 | 2.99 | 8 | 1
track2_infill_bars121_125_generationtime_14.374381303787231.midi | 1.00 | 0.00 | 1 | 1 | 11.50 | 8.06 | 20 | 2
track2_infill_bars121_125_generationtime_14.790964841842651.midi | 1.00 | 0.00 | 1 | 1 | 6.75 | 5.12 | 14 | 2
track2_infill_bars121_125_generationtime_87.1634030342102.midi | 1.00 | 0.00 | 1 | 1 | 15.50 | 1.00 | 16 | 14
track2_infill_bars123_127_generationtime_10.443595170974731.midi | 1.00 | 0.00 | 1 | 1 | 6.00 | 5.77 | 11 | 1
track2_infill_bars123_127_generationtime_14.700076580047607.midi | 1.00 | 0.00 | 1 | 1 | 10.00 | 2.00 | 11 | 7
track2_infill_bars123_127_generationtime_43.14455604553223.midi | 1.00 | 0.00 | 1 | 1 | 14.50 | 1.91 | 16 | 12
track2_infill_bars124_128_generationtime_13.817741394042969.midi | 1.25 | 0.46 | 2 | 1 | 5.25 | 4.92 | 10 | 1
track2_infill_bars124_128_generationtime_8.968065738677979.midi | 1.25 | 0.46 | 2 | 1 | 5.00 | 3.27 | 9 | 1
track2_infill_bars12_16_generationtime_25.468878984451294.midi | 4.38 | 3.42 | 8 | 1 | 24.75 | 4.57 | 31 | 20
track2_infill_bars12_16_generationtime_5.610000371932983.midi | 4.38 | 3.42 | 8 | 1 | 7.50 | 1.00 | 8 | 6
track2_infill_bars12_16_generationtime_6.585295677185059.midi | 4.38 | 3.42 | 8 | 1 | 7.50 | 1.00 | 8 | 6
track2_infill_bars138_142_generationtime_12.016365766525269.midi | 1.00 | 0.00 | 1 | 1 | 10.00 | 4.08 | 14 | 6
track2_infill_bars138_142_generationtime_7.740434408187866.midi | 1.00 | 0.00 | 1 | 1 | 3.25 | 2.87 | 7 | 1
track2_infill_bars138_142_generationtime_9.60545802116394.midi | 1.00 | 0.00 | 1 | 1 | 5.50 | 5.20 | 10 | 1
track2_infill_bars141_145_generationtime_13.253891468048096.midi | 1.25 | 0.46 | 2 | 1 | 6.25 | 4.19 | 12 | 2
track2_infill_bars141_145_generationtime_6.320584774017334.midi | 1.25 | 0.46 | 2 | 1 | 3.00 | 2.16 | 6 | 1
track2_infill_bars141_145_generationtime_9.674744606018066.midi | 1.25 | 0.46 | 2 | 1 | 9.00 | 2.00 | 12 | 8
track2_infill_bars14_18_generationtime_11.53005576133728.midi | 4.62 | 3.62 | 8 | 1 | 7.50 | 1.00 | 8 | 6
track2_infill_bars14_18_generationtime_5.986170768737793.midi | 4.62 | 3.62 | 8 | 1 | 7.50 | 1.00 | 8 | 6
track2_infill_bars14_18_generationtime_6.506027698516846.midi | 4.62 | 3.62 | 8 | 1 | 7.50 | 1.00 | 8 | 6
track2_infill_bars18_22_generationtime_5.812007427215576.midi | 5.88 | 3.09 | 8 | 1 | 8.00 | 0.00 | 8 | 8
track2_infill_bars18_22_generationtime_5.885004043579102.midi | 5.88 | 3.09 | 8 | 1 | 8.00 | 0.00 | 8 | 8
track2_infill_bars18_22_generationtime_6.243994951248169.midi | 5.88 | 3.09 | 8 | 1 | 8.00 | 0.00 | 8 | 8
track2_infill_bars21_25_generationtime_11.770995378494263.midi | 8.00 | 0.00 | 8 | 8 | 8.00 | 0.00 | 8 | 8
track2_infill_bars21_25_generationtime_6.2120208740234375.midi | 8.00 | 0.00 | 8 | 8 | 8.00 | 0.00 | 8 | 8
track2_infill_bars21_25_generationtime_6.529999494552612.midi | 8.00 | 0.00 | 8 | 8 | 8.00 | 0.00 | 8 | 8
track2_infill_bars31_35_generationtime_11.650994539260864.midi | 7.75 | 0.46 | 8 | 7 | 8.00 | 0.00 | 8 | 8
track2_infill_bars31_35_generationtime_6.556996583938599.midi | 7.75 | 0.46 | 8 | 7 | 6.75 | 1.89 | 8 | 4
track2_infill_bars31_35_generationtime_6.842999696731567.midi | 7.75 | 0.46 | 8 | 7 | 8.50 | 0.58 | 9 | 8
track2_infill_bars38_42_generationtime_10.223361015319824.midi | 8.00 | 0.00 | 8 | 8 | 8.00 | 0.00 | 8 | 8
track2_infill_bars38_42_generationtime_13.764520406723022.midi | 8.00 | 0.00 | 8 | 8 | 11.50 | 4.12 | 16 | 8
track2_infill_bars38_42_generationtime_9.768852233886719.midi | 8.00 | 0.00 | 8 | 8 | 8.00 | 0.00 | 8 | 8
